C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_05_558.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_05_558.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_05_558.jpg, 0, 0, 0, 7.774601E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_05_671.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_05_671.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_05_671.jpg, 0, 0, 0, 7.764114E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_05_775.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_05_775.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_05_775.jpg, 0, 0, 0, 7.790147E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_05_879.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_05_879.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_05_879.jpg, 0, 0, 0, 7.826182E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_05_982.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_05_982.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_05_982.jpg, 0, 0, 0, 7.815965E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_06_090.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_06_090.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_06_090.jpg, 0, 0, 0, 7.899654E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_06_193.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_06_193.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_06_193.jpg, 0, 0, 0, 7.771618E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_06_294.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_06_294.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_06_294.jpg, 0, 0, 0, 7.860856E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_06_400.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_06_400.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_06_400.jpg, 0, 0, 0, 7.812241E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_06_506.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_06_506.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_06_506.jpg, 0, 0, 0, 7.824163E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_06_608.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_06_608.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_06_608.jpg, 0, 0, 0, 7.802249E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_06_719.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_06_719.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_06_719.jpg, 0, 0, 0, 7.850938E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_06_826.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_06_826.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_06_826.jpg, 0, 0, 0, 7.80982E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_06_928.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_06_928.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_06_928.jpg, 0, 0, 0, 7.819232E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_07_029.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_07_029.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_07_029.jpg, 0, 0, 0, 7.760031E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_07_134.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_07_134.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_07_134.jpg, 0, 0, 0, 7.881912E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_07_235.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_07_235.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_07_235.jpg, 0, 0, 0, 7.856102E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_07_342.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_07_342.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_07_342.jpg, 0, 0, 0, 7.796793E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_07_446.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_07_446.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_07_446.jpg, 0, 0, 0, 7.889856E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_07_550.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_07_550.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_07_550.jpg, 0, 0, 0, 7.831607E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_07_653.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_07_653.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_07_653.jpg, 0, 0, 0, 7.838799E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_07_756.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_07_756.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_07_756.jpg, 0, 0, 0, 7.884446E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_07_859.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_07_859.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_07_859.jpg, 0, 0, 0, 8.01133E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_07_959.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_07_959.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_07_959.jpg, 0, 0, 0, 7.821342E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_08_062.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_08_062.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_08_062.jpg, 0, 0, 0, 7.907029E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_08_171.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_08_171.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_08_171.jpg, 0, 0, 0, 7.815025E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_08_273.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_08_273.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_08_273.jpg, 0, 0, 0, 7.799885E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_08_380.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_08_380.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_08_380.jpg, 0, 0, 0, 7.847017E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_08_488.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_08_488.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_08_488.jpg, 0, 0, 0, 7.797867E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_08_590.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_08_590.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_08_590.jpg, 0, 0, 0, 7.881751E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_08_690.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_08_690.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_08_690.jpg, 0, 0, 0, 7.792591E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_08_796.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_08_796.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_08_796.jpg, 0, 0, 0, 8.133311E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_08_903.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_08_903.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_08_903.jpg, 0, 0, 0, 7.830199E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_09_002.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_09_002.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_09_002.jpg, 0, 0, 0, 7.826134E-05
C:\Users\wland\Desktop\Data\IMG\center_2022_12_01_06_18_09_105.jpg, C:\Users\wland\Desktop\Data\IMG\left_2022_12_01_06_18_09_105.jpg, C:\Users\wland\Desktop\Data\IMG\right_2022_12_01_06_18_09_105.jpg, 0, 0, 0, 7.791285E-05
